TOWN;LON;LAT;MEDV;CRIM;ZN;INDUS;CHAS;NOX;RM;AGE;DIS;RAD;TAX;PTRATIO;B;LSTAT
Waltham;-71.15;422.308;24.4;0.22969;0;10.59;0;0.489;63.260.000.000.000.000;52.5;43.549;4;277;18.6;394.87;10.97
Waltham;-71.149;422.268;22.5;0.25199;0;10.59;0;0.489;5.783;72.7;43.549;4;277;18.6;389.43;18.06
Waltham;-711.503;42.222;24.4;0.13587;0;10.59;1;0.489;6.064;59.1;42.392;4;277;18.6;381.32;14.66
Waltham;-71.143;422.217;20;0.43571;0;10.59;1;0.489;53.439.999.999.999.900;100;3.875;4;277;18.6;396.9;23.09
Waltham;-711.435;422.177;21.7;0.17446;0;10.59;1;0.489;5.96;92.1;38.771;4;277;18.6;393.25;17.27
Waltham;-71.138;422.216;19.3;0.37578;0;10.59;1;0.489;5.404;88.6;3.665;4;277;18.6;395.24;23.98
Waltham;-711.335;42.225;22.4;0.21719;0;10.59;1;0.489;5.807;53.8;36.526;4;277;18.6;390.94;16.03
Waltham;-711.375;422.355;28.1;0.14052;0;10.59;0;0.489;6.375;32.3;39.454;4;277;18.6;385.81;9.38
Waltham;-71.127;42.235;23.7;0.28955;0;10.59;0;0.489;5.412.000.000.000.000;9.8;35.875;4;277;18.6;348.93;29.55
Waltham;-711.245;422.277;25;0.19802;0;10.59;0;0.489;6.182;42.4;39.454;4;277;18.6;393.63;9.47
Watertown;-711.166;42.223;23.3;0.0456;0;13.89;1;0.55;5.888;56;31.121;5;276;16.4;392.8;13.51
Watertown;-71.105;422.235;28.7;0.07013;0;13.89;0;0.55;6.642;85.1;34.211;5;276;16.4;392.78;9.69
Watertown;-710.933;42.222;21.5;0.11069;0;13.89;1;0.55;59.510.000.000.000.000;93.8;28.893;5;276;16.4;396.9;17.92
Watertown;-7.110.600.000.000.000;422.185;23;0.11425;0;13.89;1;0.55;6.372.999.999.999.990;92.4;33.633;5;276;16.4;393.74;10.5
Newton;-71.11;422.137;26.7;0.35809;0;6.2;1;0.507;69.510.000.000.000.000;88.5;28.617;8;307;17.4;391.7;9.71
Newton;-7.112.100.000.000.000;422.166;21.7;0.40771;0;6.2;1;0.507;6.164;91.3;3.048;8;307;17.4;395.24;21.46
Newton;-71.125;422.134;27.5;0.62356;0;6.2;1;0.507;6.879;77.7;32.721;8;307;17.4;390.39;9.93
Newton;-711.208;422.183;30.1;0.6147;0;6.2;0;0.507;66.179.999.999.999.900;80.8;32.721;8;307;17.4;396.9;7.6
Newton;-71.11;42.206;44.8;0.31533;0;6.2;0;0.504;8.266;78.3;28.944;8;307;17.4;385.05;4.14
Newton;-711.012;421.975;50;0.52693;0;6.2;0;0.504;8.725;83;28.944;8;307;17.4;382;4.63
Newton;-711.215;422.025;37.6;0.38214;0;6.2;0;0.504;8.04;86.5;32.157;8;307;17.4;387.38;3.13
Newton;-71.116;421.947;31.6;0.41238;0;6.2;0;0.504;71.629.999.999.999.900;79.9;32.157;8;307;17.4;372.08;6.36
Newton;-71.11;42.185;46.7;0.29819;0;6.2;0;0.504;7.686;17;33.751;8;307;17.4;377.51;3.92
Newton;-71.119;421.807;31.5;0.44178;0;6.2;0;0.504;65.520.000.000.000.000;21.4;33.751;8;307;17.4;380.34;3.76
Newton;-71.13;42.188;24.3;0.537;0;6.2;0;0.504;5.981;68.1;36.715;8;307;17.4;378.35;11.65
Newton;-711.285;42.193.000.000.000.000;31.7;0.46296;0;6.2;0;0.504;7.412.000.000.000.000;76.9;36.715;8;307;17.4;376.14;5.25
Newton;-71.14;421.946;41.7;0.57529;0;6.2;0;0.507;8.337;73.3;38.384;8;307;17.4;385.91;2.47
Newton;-71.134;4.220.399.999.999.990;48.3;0.33147;0;6.2;0;0.507;8.247;70.4;36.519;8;307;17.4;378.95;3.95
Newton;-71.132;422.142;29;0.44791;0;6.2;1;0.507;6.726;66.5;36.519;8;307;17.4;360.2;8.05
Newton;-71.138;422.141;24;0.33045;0;6.2;0;0.507;6.086;61.5;36.519;8;307;17.4;376.75;10.88
Newton;-711.485;42.211.000.000.000.000;25.1;0.52058;0;6.2;1;0.507;6.631;76.5;4.148;8;307;17.4;388.45;9.54
Newton;-711.491;42.203;31.5;0.51183;0;6.2;0;0.507;7.358;71.6;4.148;8;307;17.4;390.07;4.73
Natick;-712.055;421.875;23.7;0.08244;30;4.93;0;0.428;6.481;18.5;61.899;6;300;16.6;379.41;6.36
Natick;-712.035;42.187;23.3;0.09252;30;4.93;0;0.428;6.606;42.2;61.899;6;300;16.6;383.78;7.37
Natick;-711.966;42.163.999.999.999.900;27;0.11329000000000003;30;4.93;0;0.428;6.897;54.3;63.361;6;300;16.6;391.25;11.38
Natick;-712.138;421.645;20.1;0.10612;30;4.93;0;0.428;6.095;65.1;63.361;6;300;16.6;394.62;12.4
Natick;-71.22;421.782;22.2;0.1029;30;4.93;0;0.428;6.358;52.9;70.355;6;300;16.6;372.75;11.22
Natick;-71.232;421.725;23.7;0.12757000000000002;30;4.93;0;0.428;6.393;7.8;70.355;6;300;16.6;374.71;5.19
Framingham;-712.435;42.163.000.000.000.000;17.6;0.20608;22;5.86;0;0.431;5.593;76.5;79.549;7;330;19.1;372.49;12.5
Framingham;-712.575;421.618;18.5;0.19133;22;5.86;0;0.431;5.605;70.2;79.549;7;330;19.1;389.13;18.46
Framingham;-71.262;42.169;24.3;0.33983;22;5.86;0;0.431;6.108;34.9;80.555;7;330;19.1;390.18;9.16
Framingham;-71.247;421.703;20.5;0.19657;22;5.86;0;0.431;6.226;79.2;80.555;7;330;19.1;376.14;10.15
Framingham;-71.255;421.767;24.5;0.16439;22;5.86;0;0.431;6.433;49.1;78.265;7;330;19.1;374.71;9.52
Framingham;-712.475;421.825;26.2;0.19073;22;5.86;0;0.431;6.718;17.5;78.265;7;330;19.1;393.74;6.56
Framingham;-71.238;42.191;24.4;0.1403;22;5.86;0;0.431;6.487;13;73.967;7;330;19.1;396.28;5.9
Framingham;-712.435;421.982;24.8;0.21409;22;5.86;0;0.431;6.438;8.9;73.967;7;330;19.1;377.07;3.59
Framingham;-712.685;421.935;29.6;0.08221;22;5.86;0;0.431;6.957.000.000.000.000;6.8;89.067;7;330;19.1;386.09;3.53
Framingham;-712.807;421.727;42.8;0.36894;22;5.86;0;0.431;8.259;8.4;89.067;7;330;19.1;396.9;3.54
Ashland;-712.895;421.575;21.9;0.04819;80;3.64;0;0.392;6.108;32;92.203;1;315;16.4;392.89;6.57
Ashland;-7.126.899.999.999.990;421.482;20.9;0.035480000000000005;80;3.64;0;0.392;5.876;19.1;92.203;1;315;16.4;395.18;9.25
Sherborn;-71.223;42.145;44;0.01538;90;3.75;0;0.394;7.454;34.2;63.361;3;244;15.9;386.34;3.11
Brookline;-710.679;422.073;50;0.61154;20;3.97;0;0.647;8.704;86.9;1.801;5;264;13;389.7;5.12
Brookline;-710.727;422.077;36;0.66351;20;3.97;0;0.647;7.332.999.999.999.990;100;18.946;5;264;13;383.29;7.79
Brookline;-710.765;422.075;30.1;0.65665;20;3.97;0;0.647;68.420.000.000.000.000;100;20.107;5;264;13;391.93;6.9
Brookline;-71.08;4.220.399.999.999.990;33.8;0.5401100000000001;20;3.97;0;0.647;72.029.999.999.999.900;81.8;21.121;5;264;13;392.8;9.59
Brookline;-71.079;42.202;43.1;0.5341199999999999;20;3.97;0;0.647;7.52;89.4;21.398;5;264;13;388.37;7.26
Brookline;-710.835;42.2;48.8;0.5201399999999999;20;3.97;0;0.647;8.398;91.5;22.885;5;264;13;386.86;5.91
Brookline;-71.075;42.198;31;0.82526;20;3.97;0;0.647;7.327.000.000.000.000;94.5;20.788;5;264;13;393.42;11.25
Brookline;-71.071;42.203;36.5;0.55007;20;3.97;0;0.647;7.206;91.6;19.301;5;264;13;387.89;8.1
Brookline;-71.07;42.2;22.8;0.76162;20;3.97;0;0.647;5.56;62.8;19.865;5;264;13;392.4;10.45
Brookline;-710.725;421.965;30.7;0.7857;20;3.97;0;0.647;70.139.999.999.999.900;84.6;21.329;5;264;13;384.07;14.79
Brookline;-71.085;421.925;50;0.57834;20;3.97;0;0.575;8.297;67;24.216;5;264;13;384.54;7.44
Brookline;-710.925;422.075;43.5;0.5405;20;3.97;0;0.575;7.47;52.6;2.872;5;264;13;390.3;3.16
Dedham;-71.098;42.153.999.999.999.900;20.7;0.09065;20;6.96;1;0.464;5.92;61.5;39.175;3;223;18.6;391.34;13.65
Dedham;-71.087;42.141.000.000.000.000;21.1;0.29916;20;6.96;0;0.464;5.856;42.1;4.428.999.999.999.990;3;223;18.6;388.65;13
Dedham;-71.094;421.355;25.2;0.16211;20;6.96;0;0.464;6.24;16.3;4.428.999.999.999.990;3;223;18.6;396.9;6.59
Dedham;-710.982;421.445;24.4;0.1146;20;6.96;0;0.464;65.379.999.999.999.900;58.7;39.175;3;223;18.6;394.96;7.73
Dedham;-71.117;42.151;35.2;0.22188;20;6.96;1;0.464;7.691;51.8;43.665;3;223;18.6;390.77;6.58
Needham;-711.305;421.675;32.4;0.05644;40;6.41;1;0.447;6.757.999.999.999.990;32.9;40.776;4;254;17.6;396.9;3.53
Needham;-71.138;421.733;32;0.09604;40;6.41;0;0.447;6.854;42.8;42.673;4;254;17.6;396.9;2.98
Needham;-711.405;421.632;33.2;0.10469;40;6.41;1;0.447;7.267;49;47.872;4;254;17.6;389.25;6.05
Needham;-711.495;42.173;33.1;0.06127000000000001;40;6.41;1;0.447;68.260.000.000.000.000;27.6;48.628;4;254;17.6;393.45;4.16
Needham;-711.395;421.813;29.1;0.07977999999999999;40;6.41;0;0.447;6.482;32.1;41.403;4;254;17.6;396.9;7.19
Wellesley;-71.148;42.188;35.1;0.21038;20;3.33;0;0.4429;6.812;32.2;41.007;5;216;14.9;396.9;4.85
Wellesley;-71.166;42.187;45.4;0.03578;20;3.33;0;0.4429;7.82;64.5;46.947;5;216;14.9;387.31;3.76
Wellesley;-71.185;421.848;35.4;0.03705;20;3.33;0;0.4429;6.968;37.2;52.447;5;216;14.9;392.23;4.59
Wellesley;-711.775;421.735;46;0.06129;20;3.33;1;0.4429;7.645;49.7;52.119;5;216;14.9;377.07;3.01
Dover;-71.173;421.475;50;0.01501;90;1.21;1;0.401;7.922.999.999.999.990;24.8;5.885;1;198;13.6;395.52;3.16
Medfield;-71.18;421.105;32.2;0.00906;90;2.97;0;0.4;7.087.999.999.999.990;20.8;73.073;1;285;15.3;394.72;7.85
Millis;-712.135;42.1;22;0.01096;55;2.25;0;0.389;64.529.999.999.999.900;31.9;73.073;1;300;15.3;394.72;8.23
Norfolk;-71.195;420.675;20.1;0.01965;80;1.76;0;0.385;6.23;31.5;90.892;1;241;18.2;341.6;12.93
Walpole;-71.148;420.775;23.2;0.03871;52.5;5.32;0;0.405;6.209;31.3;73.172;6;293;16.6;396.9;7.14
Walpole;-711.325;42.093.999.999.999.900;22.3;0.0459;52.5;5.32;0;0.405;6.315;45.6;73.172;6;293;16.6;396.9;7.6
Walpole;-71.155;42.098;24.8;0.04297;52.5;5.32;0;0.405;6.565;22.9;73.172;6;293;16.6;371.72;9.51
Westwood;-711.385;421.235;28.5;0.03502;80;4.95;0;0.411;68.610.000.000.000.000;27.9;51.167;4;245;19.2;396.9;3.33
Westwood;-71.133;421.408;37.3;0.07886;80;4.95;0;0.411;7.148;27.7;51.167;4;245;19.2;396.9;3.56
Westwood;-71.107;421.307;27.9;0.03615;80;4.95;0;0.411;6.63;23.4;51.167;4;245;19.2;396.9;4.7
Norwood;-71.109;42.11;23.9;0.08265;0;13.92;0;0.4370000000000001;6.127.000.000.000.000;18.4;55.027;4;289;16;396.9;8.58
Norwood;-71.118;421.217;21.7;0.08199;0;13.92;0;0.4370000000000001;6.009;42.3;55.027;4;289;16;396.9;10.4
Norwood;-711.309;421.166;28.6;0.12932000000000002;0;13.92;0;0.4370000000000001;6.678;31.1;59.604;4;289;16;396.9;6.27
Norwood;-71.128;421.108;27.1;0.05372;0;13.92;0;0.4370000000000001;6.549;51;59.604;4;289;16;392.85;7.39
Norwood;-7.112.100.000.000.000;421.025;20.3;0.14103;0;13.92;0;0.4370000000000001;5.79;58;6.32;4;289;16;396.9;15.84
Sharon;-71.12;420.725;22.5;0.06466000000000001;70;2.24;0;0.4;6.345;20.1;78.278;5;358;14.8;368.24;4.97
Sharon;-71.1;42.059;29;0.05561;70;2.24;0;0.4;7.041;10;78.278;5;358;14.8;371.58;4.74
Sharon;-711.035;420.735;24.8;0.04417;70;2.24;0;0.4;6.871;47.4;78.278;5;358;14.8;390.86;6.07
Canton;-710.875;42.095;22;0.03537;34;6.09;0;0.433;6.59;40.4;54.917;7;329;16.1;395.75;9.5
Canton;-710.625;42.102;26.4;0.09266;34;6.09;0;0.433;6.495;18.4;54.917;7;329;16.1;383.61;8.67
Canton;-710.865;42.12;33.1;0.1;34;6.09;0;0.433;6.982;17.7;54.917;7;329;16.1;390.43;4.86
Milton;-710.465;42.145;36.1;0.05515;33;2.18;0;0.472;72.360.000.000.000.000;41.1;4.022;7;222;18.4;393.68;6.93
Milton;-71.057;421.525;28.4;0.05479;33;2.18;0;0.472;66.160.000.000.000.000;58.1;3.37;7;222;18.4;393.36;8.93
Milton;-71.045;42.159;33.4;0.07503;33;2.18;0;0.472;7.42;71.9;30.992;7;222;18.4;396.9;6.47
Milton;-71.028;421.565;28.2;0.04932;33;2.18;0;0.472;6.849;70.3;31.827;7;222;18.4;396.9;7.53
Quincy;-710.138;421.555;22.8;0.49298;0;9.9;0;0.544;6.635;82.5;33.175;4;304;18.4;396.9;4.54
Quincy;-710.201;42.16;20.3;0.3494;0;9.9;0;0.544;5.972;76.7;31.025;4;304;18.4;396.24;9.97
Quincy;-71.016;42.176;16.1;263.548;0;9.9;0;0.544;4.973;37.8;25.194;4;304;18.4;350.45;12.64
Quincy;-710.075;42.178.000.000.000.000;22.1;0.7904100000000001;0;9.9;0;0.544;6.122.000.000.000.000;52.8;26.403;4;304;18.4;396.9;5.98
Quincy;-71.015;42.167;19.4;0.26169000000000003;0;9.9;0;0.544;6.023;90.4;28.339.999.999.999.900;4;304;18.4;396.3;11.72
Quincy;-710.075;421.613;21.6;0.26938;0;9.9;0;0.544;6.266;82.8;32.628;4;304;18.4;393.39;7.9
Quincy;-71;42.153;23.8;0.3692;0;9.9;0;0.544;6.567;87.3;36.023;4;304;18.4;395.69;9.28
Quincy;-709.795;42.158;16.2;0.25356;0;9.9;0;0.544;5.705;77.7;3.945;4;304;18.4;396.42;11.5
Quincy;-70.988;421.485;17.8;0.31827;0;9.9;0;0.544;5.914;83.2;39.986;4;304;18.4;390.7;18.33
Quincy;-7.100.399.999.999.990;421.425;19.8;0.24522;0;9.9;0;0.544;5.782;71.7;40.317;4;304;18.4;396.9;15.94
Quincy;-71.01;42.15;23.1;0.40202;0;9.9;0;0.544;63.820.000.000.000.000;67.2;35.325;4;304;18.4;395.21;10.36
Quincy;-71.02;42.151;21;0.47547;0;9.9;0;0.544;6.113;58.8;40.019;4;304;18.4;396.23;12.73
Braintree;-710.085;42.129;23.8;0.1676;0;7.38;0;0.493;6.426;52.3;45.404;5;287;19.6;396.9;7.2
Braintree;-709.975;4.213.399.999.999.990;23.1;0.18159;0;7.38;0;0.493;6.376;54.3;45.404;5;287;19.6;396.9;6.87
Braintree;-70.99;421.367;20.4;0.35114;0;7.38;0;0.493;6.041;49.9;47.211;5;287;19.6;396.9;7.7
Braintree;-709.834;421.375;18.5;0.28392;0;7.38;0;0.493;5.707.999.999.999.990;74.3;47.211;5;287;19.6;391.13;11.74
Braintree;-709.895;421.265;25;0.34109;0;7.38;0;0.493;6.415;40.1;47.211;5;287;19.6;396.9;6.12
Braintree;-71;421.066;24.6;0.19186;0;7.38;0;0.493;6.431;14.7;54.159;5;287;19.6;393.68;5.08
Braintree;-709.995;421.175;23;0.30347;0;7.38;0;0.493;6.312;28.9;54.159;5;287;19.6;396.9;6.15
Braintree;-71.01;421.215;22.2;0.24103;0;7.38;0;0.493;6.082.999.999.999.990;43.7;54.159;5;287;19.6;396.9;12.79
Randolph;-710.275;42.113;19.3;0.06617;0;3.24;0;0.46;58.679.999.999.999.900;25.8;52.146;4;430;16.9;382.44;9.97
Randolph;-710.415;42.115;22.6;0.06724;0;3.24;0;0.46;6.332.999.999.999.990;17.2;52.146;4;430;16.9;375.21;7.34
Randolph;-71.025;42.098;19.8;0.04544;0;3.24;0;0.46;6.144;32.2;58.736;4;430;16.9;368.57;9.09
Holbrook;-710.115;420.865;17.1;0.05023;35;6.06;0;0.4379;5.706;28.4;66.407;1;304;16.9;394.02;12.43
Holbrook;-7.099.600.000.000.000;420.895;19.4;0.03466;35;6.06;0;0.4379;60.310.000.000.000.000;23.3;66.407;1;304;16.9;362.25;7.83
Weymouth;-709.795;420.995;22.2;0.05083;0;5.19;0;0.515;6.316;38.1;64.584;5;224;20.2;389.71;5.68
Weymouth;-70.965;42.101.000.000.000.000;20.7;0.03738;0;5.19;0;0.515;6.31;38.5;64.584;5;224;20.2;389.4;6.75
Weymouth;-70.97;42.115;21.1;0.03961;0;5.19;0;0.515;6.037.000.000.000.000;34.5;59.853;5;224;20.2;396.9;8.01
Weymouth;-70.976;42.128;19.5;0.03427;0;5.19;0;0.515;5.869;46.3;52.311;5;224;20.2;396.9;9.8
Weymouth;-709.602;42.126.999.999.999.900;18.5;0.030410000000000006;0;5.19;0;0.515;5.895;59.6;5.615;5;224;20.2;394.81;10.56
Weymouth;-709.633;421.374;20.6;0.03306;0;5.19;0;0.515;6.059;37.3;48.122;5;224;20.2;396.14;8.51
Weymouth;-709.675;42.144;19;0.054970000000000005;0;5.19;0;0.515;5.985;45.4;48.122;5;224;20.2;396.9;9.74
Weymouth;-70.965;421.503;18.7;0.06151;0;5.19;0;0.515;5.968;58.5;48.122;5;224;20.2;396.9;9.29
Cohasset;-708.875;421.465;32.7;0.01301;35;1.52;0;0.442;7.241;49.3;70.379;1;284;15.5;394.74;5.49
Hull;-70.915;42.16;16.5;0.02498;0;1.89;0;0.518;6.54;59.7;62.669;1;422;15.9;389.96;8.65
Hingham;-70.937;421.475;23.9;0.02543;55;3.78;0;0.484;66.960.000.000.000.000;56.4;57.321;5;370;17.6;396.9;7.18
Hingham;-709.325;42.123.000.000.000.000;31.2;0.03049;55;3.78;0;0.484;6.874;28.1;64.654;5;370;17.6;387.97;4.61
Rockland;-70.947;420.725;17.5;0.03113;0;4.39;0;0.442;60.139.999.999.999.900;48.5;80.136;3;352;18.8;385.64;10.53
Rockland;-709.501;420.825;17.2;0.06162;0;4.39;0;0.442;5.898;52.3;80.136;3;352;18.8;364.61;12.67
Hanover;-709.275;420.795;23.1;0.0187;85;4.15;0;0.429;6.516;27.7;85.353;4;351;17.9;392.43;6.36
Norwell;-70.92;421.016;24.5;0.01501;80;2.01;0;0.435;6.635;29.7;8.344;4;280;17;390.94;5.99
Scituate;-70.855;42.13;26.6;0.02899;40;1.25;0;0.429;6.939;34.5;87.921;1;335;19.7;389.85;5.89
Scituate;-70.833;42.115;22.9;0.06211000000000001;40;1.25;0;0.429;6.49;44.4;87.921;1;335;19.7;396.9;5.98
Marshfield;-70.83;420.775;24.1;0.0795;60;1.69;0;0.411;6.579;35.9;107.103;4;411;18.3;370.78;5.49
Marshfield;-70.81;42.059;18.6;0.07244;60;1.69;0;0.411;5.884;18.5;107.103;4;411;18.3;392.33;7.79
Duxbury;-70.83;420.485;30.1;0.01709;90;2.02;0;0.41;6.728;36.1;121.265;5;187;17;384.46;4.5
Pembroke;-7.085.300.000.000.000;42.052;18.2;0.04301;80;1.91;0;0.413;56.629.999.999.999.900;21.9;105.857;4;334;22;382.8;8.05
Pembroke;-708.525;42.03;20.6;0.10659;80;1.91;0;0.413;5.936;19.5;105.857;4;334;22;376.04;5.57
Boston Allston-Brighton;-71.083;422.172;17.8;898.296;0;18.1;1;0.77;62.120.000.000.000.000;97.4;21.222;24;666;20.2;377.73;17.6
Boston Allston-Brighton;-71.095;42.211.999.999.999.900;21.7;38.497;0;18.1;1;0.77;6.395;91;25.052;24;666;20.2;391.34;13.27
Boston Allston-Brighton;-711.007;42.21;22.7;520.177;0;18.1;1;0.77;6.127.000.000.000.000;83.4;27.227;24;666;20.2;395.43;11.48
Boston Allston-Brighton;-71.093;42.207;22.6;426.131;0;18.1;0;0.77;6.112;81.3;25.091;24;666;20.2;390.74;12.67
Boston Allston-Brighton;-710.905;422.033;25;4.541.919.999.999.990;0;18.1;0;0.77;6.398;88;25.182;24;666;20.2;374.56;7.79
Boston Allston-Brighton;-710.865;42.21;19.9;383.684;0;18.1;0;0.77;6.251;91.1;22.955;24;666;20.2;350.65;14.19
Boston Allston-Brighton;-71.081;42.208;20.8;367.822;0;18.1;0;0.77;5.362;96.2;21.036;24;666;20.2;380.79;10.19
Boston Allston-Brighton;-710.865;42.215;16.8;422.239;0;18.1;1;0.77;5.803;89;19.047;24;666;20.2;353.04;14.64
Boston Back Bay;-71.059;422.098;21.9;34.742.800.000.000.000;0;18.1;1;0.718;8.78;82.9;19.047;24;666;20.2;354.55;5.29
Boston Back Bay;-710.595;422.075;27.5;455.587;0;18.1;0;0.718;35.610.000.000.000.000;87.9;16.132;24;666;20.2;354.7;7.12
Boston Back Bay;-71.054;422.052;21.9;369.695;0;18.1;0;0.718;4.963;91.4;17.523;24;666;20.2;316.03;14
Boston Back Bay;-710.508;42.207;23.1;135.222;0;18.1;0;0.631;3.863;100;15.106;24;666;20.2;131.42;13.33
Boston Back Bay;-71.048;422.105;50;48.982.199.999.999.900;0;18.1;0;0.631;4.97;100;13.325;24;666;20.2;375.52;3.26
Boston Back Bay;-710.497;422.125;50;5.669.980.000.000.000;0;18.1;1;0.631;6.683;96.8;13.567;24;666;20.2;375.33;3.73
Boston Beacon Hill;-710.422;422.144;50;653.876;0;18.1;1;0.631;7.016;97.5;12.024;24;666;20.2;392.05;2.96
Boston Beacon Hill;-710.417;42.216;50;92.323;0;18.1;0;0.631;6.216;100;11.691;24;666;20.2;366.15;9.53
Boston Beacon Hill;-710.397;422.182;50;826.725;0;18.1;1;0.6679999999999999;5.875;89.6;11.296;24;666;20.2;347.88;8.88
Boston North End;-710.339;422.207;13.8;111.081;0;18.1;0;0.6679999999999999;49.060.000.000.000.000;100;11.742;24;666;20.2;396.9;34.77
Boston North End;-710.346;422.187;13.8;184.982;0;18.1;0;0.6679999999999999;4.138;100;1.137;24;666;20.2;396.9;37.97
Boston Charlestown;-710.367;42.224;15;196.091;0;18.1;0;0.6709999999999999;7.313;97.9;13.163;24;666;20.2;396.9;13.44
Boston Charlestown;-7.103.399.999.999.990;42.226.000.000.000.000;13.9;15.288;0;18.1;0;0.6709999999999999;6.649;93.3;13.449;24;666;20.2;363.02;23.24
Boston Charlestown;-71.038;422.265;13.3;982.349;0;18.1;0;0.6709999999999999;6.794;98.8;1.358;24;666;20.2;396.9;21.24
Boston Charlestown;-71.04;422.248;13.1;236.482;0;18.1;0;0.6709999999999999;6.38;96.2;13.861;24;666;20.2;396.9;23.69
Boston Charlestown;-71.04;422.275;10.2;178.667;0;18.1;0;0.6709999999999999;6.223;100;13.861;24;666;20.2;393.74;21.78
Boston Charlestown;-71.046;42.23;10.4;889.762;0;18.1;0;0.6709999999999999;6.968;91.9;14.165;24;666;20.2;396.9;17.21
Boston East Boston;-71.041;42.229;10.9;158.744;0;18.1;0;0.6709999999999999;6.545;99.1;15.192;24;666;20.2;396.9;21.08
Boston East Boston;-71.023;422.287;11.3;918.702;0;18.1;0;0.7;55.360.000.000.000.000;100;15.804;24;666;20.2;396.9;23.6
Boston East Boston;-710.215;42.227;12.3;799.248;0;18.1;0;0.7;5.52;100;15.331;24;666;20.2;396.9;24.56
Boston East Boston;-710.245;422.235;8.8;200.849;0;18.1;0;0.7;4.368;91.2;14.395;24;666;20.2;285.83;30.63
Boston East Boston;-710.235;422.213;7.2;168.118;0;18.1;0;0.7;5.277;98.1;14.261;24;666;20.2;396.9;30.81
Boston East Boston;-710.228;422.231;10.5;243.938;0;18.1;0;0.7;4.652;100;14.672;24;666;20.2;396.9;28.28
Boston East Boston;-710.215;422.248;7.4;225.971;0;18.1;0;0.7;5;89.5;15.184;24;666;20.2;396.9;31.99
Boston East Boston;-710.195;422.255;10.2;143.337;0;18.1;0;0.7;4.88;100;15.895;24;666;20.2;372.92;30.62
Boston East Boston;-710.168;422.281;11.5;815.174;0;18.1;0;0.7;5.39;98.9;17.281;24;666;20.2;396.9;20.85
Boston East Boston;-710.109;42.23;15.1;696.215;0;18.1;0;0.7;5.712.999.999.999.990;97;19.265;24;666;20.2;394.43;17.11
Boston East Boston;-710.035;42.233.000.000.000.000;23.2;529.305;0;18.1;0;0.7;6.051;82.5;21.678;24;666;20.2;378.38;18.76
Boston East Boston;-71.02;422.205;9.7;115.779;0;18.1;0;0.7;50.360.000.000.000.000;97;1.77;24;666;20.2;396.9;25.68
Boston South Boston;-710.167;42.201;13.8;864.476;0;18.1;0;0.693;6.193;92.6;17.912;24;666;20.2;396.9;15.17
Boston South Boston;-71.02;421.993;12.7;133.598;0;18.1;0;0.693;58.870.000.000.000.000;94.7;17.821;24;666;20.2;396.9;16.35
Boston South Boston;-7.102.199.999.999.990;421.996;13.1;871.675;0;18.1;0;0.693;6.471;98.8;17.257;24;666;20.2;391.98;17.12
Boston South Boston;-7.102.600.000.000.000;421.993;12.5;587.205;0;18.1;0;0.693;6.405;96;16.768;24;666;20.2;396.9;19.37
Boston South Boston;-71.025;422.024;8.5;767.202;0;18.1;0;0.693;5.747.000.000.000.000;98.9;16.334;24;666;20.2;393.1;19.92
Boston South Boston;-71.023;42.208.999.999.999.900;5;383.518;0;18.1;0;0.693;54.529.999.999.999.900;100;14.896;24;666;20.2;396.9;30.59
Boston South Boston;-71.033;422.032;6.3;991.655;0;18.1;0;0.693;5.852;77.8;15.004;24;666;20.2;338.16;29.97
Boston South Boston;-710.326;422.011;5.6;250.461;0;18.1;0;0.693;5.987;100;15.888;24;666;20.2;396.9;26.77
Boston South Boston;-71.03;422.015;7.2;142.362;0;18.1;0;0.693;6.343;100;15.741;24;666;20.2;396.9;20.32
Boston South Boston;-71.03;421.988;12.1;959.571;0;18.1;0;0.693;6.404;100;1.639;24;666;20.2;376.11;20.31
Boston South Boston;-710.332;42.198;8.3;248.017;0;18.1;0;0.693;5.349;96;17.028;24;666;20.2;396.9;19.77
Boston South Boston;-710.345;422.001;8.5;415.292;0;18.1;0;0.693;55.310.000.000.000.000;85.4;16.074;24;666;20.2;329.46;27.38
Boston South Boston;-71.032;422.057;5;679.208;0;18.1;0;0.693;5.683;100;14.254;24;666;20.2;384.97;22.98
Boston Downtown;-71.039;422.198;11.9;207.162;0;18.1;0;0.659;4.138;100;11.781;24;666;20.2;370.22;23.34
Boston Downtown;-710.427;42.208.999.999.999.900;27.9;119.511;0;18.1;0;0.659;5.608;100;12.852;24;666;20.2;332.09;12.13
Boston Downtown;-710.437;42.205;17.2;740.389;0;18.1;0;0.597;5.617.000.000.000.000;97.9;14.547;24;666;20.2;314.64;26.4
Boston Downtown;-710.455;42.206;27.5;144.383;0;18.1;0;0.597;6.852;100;14.655;24;666;20.2;179.36;19.78
Boston Downtown;-710.462;422.075;15;511.358;0;18.1;0;0.597;57.570.000.000.000.000;100;1.413;24;666;20.2;2.6;10.11
Boston Downtown;-710.487;422.048;17.2;140.507;0;18.1;0;0.597;6.657;100;15.275;24;666;20.2;35.05;21.22
Boston Downtown;-71.047;42.203;17.9;18.811;0;18.1;0;0.597;4.628;100;15.539;24;666;20.2;28.79;34.37
Boston Downtown;-710.451;422.015;16.3;286.558;0;18.1;0;0.597;5.155;100;15.894;24;666;20.2;210.97;20.08
